0	Ncaninum_LIV_000331200.1
1	TGME49_308020-t26_1
2	Ncaninum_LIV_000330800.1
3	Ncaninum_LIV_000061800.1
4	TGME49_233480-t26_1
5	Ncaninum_LIV_000676600.1
6	Ncaninum_LIV_000509700.1
7	Ncaninum_LIV_000061600.1
8	Ncaninum_LIV_000736000.1
9	Ncaninum_LIV_000509800.1
10	Ncaninum_LIV_000238600.1
11	Ncaninum_LIV_000642700.1
12	Ncaninum_LIV_000510100.1
13	Ncaninum_LIV_000642800.1
14	Ncaninum_LIV_000511200.1
15	Ncaninum_LIV_000676900.1
16	Ncaninum_LIV_000677600.1
17	Ncaninum_LIV_000642600.1
18	Ncaninum_LIV_000643000.1
19	TGME49_321470-t26_1
20	TGME49_308840-t26_1
21	Ncaninum_LIV_000676700.1
22	Ncaninum_LIV_000737500.1
23	Ncaninum_LIV_000735500.1
24	Ncaninum_LIV_000737300.1
25	Ncaninum_LIV_000510000.1
26	TGME49_233450-t26_1
27	Ncaninum_LIV_000642400.1
28	Ncaninum_LIV_000735800.1
29	Ncaninum_LIV_000692700.1
30	Ncaninum_LIV_000677000.1
31	TGME49_267160-t26_1
32	Ncaninum_LIV_000495500.1
33	Ncaninum_LIV_000642500.1
34	Ncaninum_LIV_000510900.1
35	Ncaninum_LIV_000511300.1
36	Ncaninum_LIV_000737400.1
37	Ncaninum_LIV_000509500.1
38	Ncaninum_LIV_000510700.1
39	Ncaninum_LIV_000037700.1
40	Ncaninum_LIV_000496100.1
41	Ncaninum_LIV_000510600.1
42	TGME49_233460-t26_1
43	Ncaninum_LIV_000511100.1
44	Ncaninum_LIV_000678800.1
45	Ncaninum_LIV_000495800.1
46	Ncaninum_LIV_000737600.1
47	TGME49_267140-t26_1
48	Ncaninum_LIV_000736500.1
49	Ncaninum_LIV_000678500.1
50	Ncaninum_LIV_000678400.1
51	Ncaninum_LIV_000238900.1
52	Ncaninum_LIV_000735700.1
53	Ncaninum_LIV_000736100.1
54	TGME49_320180-t26_1
55	Ncaninum_LIV_000737100.1
56	Ncaninum_LIV_000495900.1
57	Ncaninum_LIV_000509900.1
58	Ncaninum_LIV_000495600.1
59	Ncaninum_LIV_000735400.1
60	TGME49_267130-t26_1
61	Ncaninum_LIV_000678300.1
62	Ncaninum_LIV_000238400.1
63	Ncaninum_LIV_000737200.1
64	Ncaninum_LIV_000511400.1
65	Ncaninum_LIV_000736400.1
66	Ncaninum_LIV_000318400.1
67	Ncaninum_LIV_000677400.1
68	TGME49_273130-t26_1
69	TGME49_321480-t26_1
70	TGME49_320200-t26_1
71	Ncaninum_LIV_000677700.1
72	Ncaninum_LIV_000676800.1
73	Ncaninum_LIV_000677100.1
74	Ncaninum_LIV_000049200.1
75	Ncaninum_LIV_000736200.1
76	Ncaninum_LIV_000318200.1
77	Ncaninum_LIV_000736600.1
78	Ncaninum_LIV_000736800.1
79	Ncaninum_LIV_000642900.1
80	Ncaninum_LIV_000048200.1
81	Ncaninum_LIV_000182900.1
82	Ncaninum_LIV_000735600.1
83	Ncaninum_LIV_000047500.1
84	Ncaninum_LIV_000047700.1
85	Ncaninum_LIV_000496000.1
86	Ncaninum_LIV_000049400.1
87	TGME49_273110-t26_1
88	Ncaninum_LIV_000510200.1
89	Ncaninum_LIV_000318300.1
90	Ncaninum_LIV_000044300.1
91	TGME49_320190-t26_1
92	Ncaninum_LIV_000511000.1
93	Ncaninum_LIV_000677300.1
94	Ncaninum_LIV_000049100.1
95	TGME49_292260-t26_1
96	Ncaninum_LIV_000048100.1
97	TGME49_224770-t26_1
98	Ncaninum_LIV_000238700.1
99	Ncaninum_LIV_000318100.1
100	TGME49_292280-t26_1
101	TGME49_321490-t26_1
102	Ncaninum_LIV_000047900.1
103	Ncaninum_LIV_000318000.1
104	Ncaninum_LIV_000044500.1
105	TGME49_315740-t26_1
106	Ncaninum_LIV_000048900.1
107	TGME49_224760-t26_1
108	Ncaninum_LIV_000182400.1
109	Ncaninum_LIV_000182100.1
110	Ncaninum_LIV_000182000.1
111	TGME49_320170-t26_1
112	Ncaninum_LIV_000416100.1
113	Ncaninum_LIV_000183200.1
114	TGME49_234930-t26_1
115	Ncaninum_LIV_000735900.1
116	Ncaninum_LIV_000182200.1
117	Ncaninum_LIV_000317900.1
118	Ncaninum_LIV_000049300.1
119	TGME49_320240-t26_1
120	Ncaninum_LIV_000706000.1
121	Ncaninum_LIV_000510400.1
122	Ncaninum_LIV_000048000.1
123	Ncaninum_LIV_000181800.1
124	TGME49_292270-t26_1
125	Ncaninum_LIV_000509600.1
126	Ncaninum_LIV_000678600.1
127	Ncaninum_LIV_000706100.1
128	Ncaninum_LIV_000048300.1
129	Ncaninum_LIV_000238500.1
130	Ncaninum_LIV_000181900.1
131	Ncaninum_LIV_000182500.1
132	Ncaninum_LIV_000509400.1
133	Ncaninum_LIV_000182300.1
134	Ncaninum_LIV_000183000.1
135	Ncaninum_LIV_000238800.1
136	TGME49_224790-t26_1
137	TGME49_273120-t26_1
138	TGME49_301160-t26_1
139	Ncaninum_LIV_000044600.1
140	TGME49_267150-t26_1
141	Ncaninum_LIV_000182600.1
142	Ncaninum_LIV_000182700.1
143	Ncaninum_LIV_000705400.1
144	Ncaninum_LIV_000238100.1
145	TGME49_320250-t26_1
146	Ncaninum_LIV_000048800.1
147	Ncaninum_LIV_000393100.1
148	Ncaninum_LIV_000047800.1
149	TGME49_320230-t26_1
150	Ncaninum_LIV_000528800.1
151	Ncaninum_LIV_000182800.1
152	Ncaninum_LIV_000528900.1
153	Ncaninum_LIV_000528700.1
154	Ncaninum_LIV_000528600.1
155	TGME49_301180-t26_1
156	Ncaninum_LIV_000705600.1
157	Ncaninum_LIV_000677500.1
158	Ncaninum_LIV_000238000.1
159	TGME49_224750-t26_1
160	Ncaninum_LIV_000528500.1
161	Ncaninum_LIV_000705800.1
162	Ncaninum_LIV_000705900.1
163	TGME49_311440-t26_1
164	Ncaninum_LIV_000705500.1
165	Ncaninum_LIV_000047600.1
166	Ncaninum_LIV_000044200.1
167	TGME49_301150-t26_1
168	TGME49_328700-t26_1
169	TGME49_301170-t26_1
170	TGME49_301140-t26_1
171	TGME49_272560-t26_1
172	TGME49_292275-t26_1
173	Ncaninum_LIV_000488500.1
174	Ncaninum_LIV_000361700.1
175	TGME49_295600-t26_1
176	Ncaninum_LIV_000361900.1
177	TGME49_264660-t26_1
178	TGME49_292250-t26_1
179	Ncaninum_LIV_000510800.1
180	Ncaninum_LIV_000049000.1
181	TGME49_315410-t26_1
182	Ncaninum_LIV_000363200.1
183	Ncaninum_LIV_000363100.1
184	TGME49_210320-t26_1
185	Ncaninum_LIV_000362100.1
186	TGME49_251958-t26_1
187	Ncaninum_LIV_000461100.1
188	TGME49_219348-t26_1
189	TGME49_315400-t26_1
190	TGME49_210330-t26_1
191	TGME49_251962-t26_1
192	Ncaninum_LIV_000362500.1
193	TGME49_315320-t26_1
194	Ncaninum_LIV_000362700.1
195	TGME49_217050-t26_1
196	TGME49_329710-t26_1
197	TGME49_275380-t26_1
198	Ncaninum_LIV_000361800.1
199	TGME49_214190-t26_1
200	Ncaninum_LIV_000362300.1
201	TGME49_234370-t26_1
202	Ncaninum_LIV_000729900.1
203	Ncaninum_LIV_000748800.1
204	TGME49_224780-t26_1
205	TGME49_315390-t26_1
206	Ncaninum_LIV_000771900.1
207	Ncaninum_LIV_000462100.1
208	Ncaninum_LIV_000111700.1
209	Ncaninum_LIV_000461700.1
210	Ncaninum_LIV_000033600.1
211	Ncaninum_LIV_000461500.1
212	TGME49_239090-t26_1
213	Ncaninum_LIV_000462400.1
214	TGME49_259270-t26_1
215	TGME49_207160-t26_1
216	Ncaninum_LIV_000461200.1
217	Ncaninum_LIV_000461800.1
218	TGME49_254060-t26_1
219	TGME49_283460-t26_1
220	Ncaninum_LIV_000461600.1
221	TGME49_329700-t26_1
222	Ncaninum_LIV_000460400.1
223	Ncaninum_LIV_000462300.1
224	Ncaninum_LIV_000462200.1
225	Ncaninum_LIV_000513900.1
226	Ncaninum_LIV_000040100.1
227	Ncaninum_LIV_000462500.1
228	TGME49_259290-t26_1
229	TGME49_222370-t26_1
230	Ncaninum_LIV_000462000.1
231	TGME49_258550-t26_1
232	Ncaninum_LIV_000462600.1
233	TGME49_285870-t26_1
234	Ncaninum_LIV_000430100.1
235	Ncaninum_LIV_000200000.1
236	TGME49_271050-t26_1
237	Ncaninum_LIV_000133500.1
238	TGME49_238850-t26_1
239	TGME49_259300-t26_1
240	Ncaninum_LIV_000461900.1
241	TGME49_315370-t26_1
242	TGME49_259410-t26_1
243	Ncaninum_LIV_000264200.1
244	TGME49_243790-t26_1
245	Ncaninum_LIV_000491500.1
246	Ncaninum_LIV_000458100.1
247	Ncaninum_LIV_000104000.1
248	Ncaninum_LIV_000363500.1
249	Ncaninum_LIV_000363000.1
250	Ncaninum_LIV_000168300.1
251	TGME49_207130-t26_1
252	TGME49_207015-t26_1
253	Ncaninum_LIV_000488200.1
254	TGME49_207140-t26_1
255	Ncaninum_LIV_000106700.1
256	Ncaninum_LIV_000454900.1
257	TGME49_238500-t26_1
258	Ncaninum_LIV_000304800.1
259	TGME49_213280-t26_1
260	Ncaninum_LIV_000621700.1
261	Ncaninum_LIV_000107000.1
262	TGME49_258810-t26_1
263	Ncaninum_LIV_000491400.1
264	Ncaninum_LIV_000460500.1
265	TGME49_281930-t26_1
266	TGME49_271980-t26_1
267	TGME49_207150-t26_1
268	Ncaninum_LIV_000491600.1
269	TGME49_309300-t26_1
270	TGME49_321460-t26_1
271	Ncaninum_LIV_000362900.1
272	Ncaninum_LIV_000362600.1
273	TGME49_309352-t26_1
274	Ncaninum_LIV_000488400.1
275	TGME49_207005-t26_1
276	Ncaninum_LIV_000720000.1
277	TGME49_315345-t26_1
278	TGME49_265240-t26_1
279	Ncaninum_LIV_000106800.1
280	Ncaninum_LIV_000106900.1
281	Ncaninum_LIV_000162600.1
282	TGME49_224170-t26_1
283	Ncaninum_LIV_000362400.1
284	Ncaninum_LIV_000361500.1
285	Ncaninum_LIV_000363300.1
286	Ncaninum_LIV_000685500.1
287	Ncaninum_LIV_000571600.1
288	TGME49_238490-t26_1
289	TGME49_309330-t26_1
290	TGME49_296640-t26_1
291	Ncaninum_LIV_000362200.1
292	TGME49_238530-t26_1
293	Ncaninum_LIV_000685800.1
294	Ncaninum_LIV_000459000.1
295	TGME49_207010-t26_1
296	TGME49_275355-t26_1
297	TGME49_315340-t26_1
298	Ncaninum_LIV_000462700.1
299	TGME49_315380-t26_1
300	Ncaninum_LIV_000033500.1
301	Ncaninum_LIV_000475400.1
302	Ncaninum_LIV_000363400.1
303	TGME49_285860-t26_1
304	TGME49_261970-t26_1
305	Ncaninum_LIV_000361400.1
306	Ncaninum_LIV_000134000.1
307	Ncaninum_LIV_000362800.1
308	Ncaninum_LIV_000460100.1
309	Ncaninum_LIV_000460200.1
310	Ncaninum_LIV_000460300.1
311	TGME49_280570-t26_1
312	Ncaninum_LIV_000494200.1
313	Ncaninum_LIV_000463400.1
314	TGME49_315330-t26_1
315	TGME49_275360-t26_1
316	Ncaninum_LIV_000411800.1
317	Ncaninum_LIV_000514000.1
318	Ncaninum_LIV_000303500.1
319	Ncaninum_LIV_000533400.1
320	Ncaninum_LIV_000488100.1
321	Ncaninum_LIV_000488300.1
322	Ncaninum_LIV_000361300.1
323	Ncaninum_LIV_000396400.1
324	TGME49_275370-t26_1
325	Ncaninum_LIV_000341600.1
326	TGME49_238440-t26_1
327	TGME49_235600-t26_1
328	Ncaninum_LIV_000116200.1
329	Ncaninum_LIV_000476100.1
330	Ncaninum_LIV_000685600.1
331	Ncaninum_LIV_000453100.1
332	Ncaninum_LIV_000461300.1
333	TGME49_246070-t26_1
334	TGME49_238520-t26_1
335	TGME49_228720-t26_1
336	TGME49_231960-t26_1
337	TGME49_319350-t26_1
338	TGME49_319360-t26_1
339	TGME49_208850-t26_1
340	Ncaninum_LIV_000774100.1
341	TGME49_310570-t26_1
342	TGME49_238460-t26_1
343	Ncaninum_LIV_000034300.1
344	TGME49_238470-t26_1
345	TGME49_280580-t26_1
346	Ncaninum_LIV_000533300.1
347	Ncaninum_LIV_000696100.1
348	TGME49_263690-t26_1
349	TGME49_226860-t26_1
350	TGME49_271040-t26_1
351	Ncaninum_LIV_000669600.1
352	TGME49_215680-t26_1
353	TGME49_259280-t26_1
354	Ncaninum_LIV_000200300.1
355	TGME49_238480-t26_1
356	Ncaninum_LIV_000533200.1
357	TGME49_226000-t26_1
358	Ncaninum_LIV_000552800.1
359	TGME49_279000-t26_1
360	TGME49_268800-t26_1
361	Ncaninum_LIV_000266900.1
362	Ncaninum_LIV_000271800.1
363	Ncaninum_LIV_000346300.1
364	Ncaninum_LIV_000191700.1
365	TGME49_291860-t26_1
366	Ncaninum_LIV_000276000.1
367	TGME49_234400-t26_1
368	TGME49_214115-t26_1
369	Ncaninum_LIV_000212200.1
370	TGME49_279405-t26_1
